# Kranji hand-crafted glosses - partition 99 of 101
# Source: project-authored; no third-party licence
#
# One file for one file against kranji-gloss-seed, so a partition can be
# reviewed with both sides open. The cut is ZiPartition: codepoint modulo
# 101, computed from the CHARACTER, so all of a character's readings are
# in the same file.
#
# A row is one meaning of one reading. Priority is the rank within that
# reading, written out rather than left to row position - sorting this
# file in a spreadsheet would otherwise re-rank every meaning silently.
# Examples are phrase keys separated by |; a #n suffix names a phrase
# sense other than its first, and is silent otherwise.
#
# Rows: 10
# codepoint	glyph	reading	priority	meaning	examples	because
19996	东	dong1	P	east	东方|东边|山东|东西#1	
28783	灯	deng1	P	a lamp; a light	台灯	
38378	闪	shan3	P	to flash	闪光	
38378	闪	shan3	S	to dodge	闪开	
38075	钻	zuan1	P	to bore through	钻进	
27975	浇	jiao1	P	to water; to pour	浇水	
27874	波	bo1	P	a wave	水波	
27773	汽	qi4	P	steam; vapour	汽水	
25955	散	san4	P	to scatter; to break up	散步|分散|解散	
25955	散	san3	P	loose; scattered	散文|松散	
