# Kranji hand-crafted glosses - partition 7 of 101
# Source: project-authored; no third-party licence
#
# One file for one file against kranji-gloss-seed, so a partition can be
# reviewed with both sides open. The cut is ZiPartition: codepoint modulo
# 101, computed from the CHARACTER, so all of a character's readings are
# in the same file.
#
# A row is one meaning of one reading. Priority is the rank within that
# reading, written out rather than left to row position - sorting this
# file in a spreadsheet would otherwise re-rank every meaning silently.
# Examples are phrase keys separated by |; a #n suffix names a phrase
# sense other than its first, and is silent otherwise.
#
# Rows: 15
# codepoint	glyph	reading	priority	meaning	examples	because
26469	来	lai2	P	to come	来了|起来	
33337	船	chuan2	P	a boat	小船	
26368	最	zui4	P	most	最好	
28287	湿	shi1	P	wet	湿了	
20914	冲	chong1	P	to rush; to charge	冲进去|冲锋	
20914	冲	chong1	S	to rinse; to pour water on	冲水|冲茶	
20914	冲	chong4	P	facing; towards	冲着	
31216	称	cheng1	P	to call; to name	称为|名称	
31216	称	cheng1	S	to weigh	称重	
31216	称	cheng1	S	to praise	称赞	
31216	称	chen4	P	to fit; to suit	称心|对称	
21520	吐	tu3	P	to spit out; to say	吐痰|谈吐	
21520	吐	tu4	P	to vomit	呕吐|吐了	
36367	踏	ta4	P	to step on; to tread	踏步|踏上|践踏	
36367	踏	ta1	P	(in 踏实) steady; down-to-earth	踏实	
