# Kranji hand-crafted glosses - partition 45 of 101
# Source: project-authored; no third-party licence
#
# One file for one file against kranji-gloss-seed, so a partition can be
# reviewed with both sides open. The cut is ZiPartition: codepoint modulo
# 101, computed from the CHARACTER, so all of a character's readings are
# in the same file.
#
# A row is one meaning of one reading. Priority is the rank within that
# reading, written out rather than left to row position - sorting this
# file in a spreadsheet would otherwise re-rank every meaning silently.
# Examples are phrase keys separated by |; a #n suffix names a phrase
# sense other than its first, and is silent otherwise.
#
# Rows: 14
# codepoint	glyph	reading	priority	meaning	examples	because
23376	子	zi3	P	a child; a son	子女	
20043	之	zhi1	P	(joins what belongs to what)	之后	
35799	诗	shi1	P	a poem	古诗	
30446	目	mu4	P	an eye	目光	
29436	狼	lang2	P	a wolf	野狼	
21457	发	fa1	P	to send out	发出|发现	
21457	发	fa1	S	to grow	发芽	
21457	发	fa4	P	hair	头发	
20851	关	guan1	P	to close	关门	
20851	关	guan1	S	to concern	关心	
38425	阙	que1	P	a gap; lacking; a fault	阙如|阙失	
38425	阙	que4	P	a watchtower flanking a palace gate; the palace	宫阙|城阙	
36910	逮	dai3	P	to catch, in plain speech	逮住|逮老鼠	
36910	逮	dai4	P	(in 逮捕) to arrest	逮捕	
