# Kranji hand-crafted glosses - partition 34 of 101
# Source: project-authored; no third-party licence
#
# One file for one file against kranji-gloss-seed, so a partition can be
# reviewed with both sides open. The cut is ZiPartition: codepoint modulo
# 101, computed from the CHARACTER, so all of a character's readings are
# in the same file.
#
# A row is one meaning of one reading. Priority is the rank within that
# reading, written out rather than left to row position - sorting this
# file in a spreadsheet would otherwise re-rank every meaning silently.
# Examples are phrase keys separated by |; a #n suffix names a phrase
# sense other than its first, and is silent otherwise.
#
# Rows: 10
# codepoint	glyph	reading	priority	meaning	examples	because
23567	小	xiao3	P	small; little	小鸟|大小	
37202	酒	jiu3	P	wine	酒杯	
27809	没	mei2	P	not; to not have	没有	
26395	望	wang4	P	to look at	看望	
26395	望	wang4	S	to hope	希望	
20840	全	quan2	P	whole; all	全部	
21345	卡	ka3	P	a card; a truck	卡片|卡车	
21345	卡	qia3	P	to get stuck; to block; a clip	卡住|发卡	
26597	查	cha2	P	to check; to look up	检查|查字典	
26597	查	zha1	P	(a surname)	查良镛	
