# Kranji hand-crafted glosses - partition 79 of 101
# Source: project-authored; no third-party licence
#
# One file for one file against kranji-gloss-seed, so a partition can be
# reviewed with both sides open. The cut is ZiPartition: codepoint modulo
# 101, computed from the CHARACTER, so all of a character's readings are
# in the same file.
#
# A row is one meaning of one reading. Priority is the rank within that
# reading, written out rather than left to row position - sorting this
# file in a spreadsheet would otherwise re-rank every meaning silently.
# Examples are phrase keys separated by |; a #n suffix names a phrase
# sense other than its first, and is silent otherwise.
#
# Rows: 13
# codepoint	glyph	reading	priority	meaning	examples	because
29066	熊	xiong2	P	a bear	大熊猫	
22905	她	ta1	P	she; her	她的	
40479	鸟	niao3	P	a bird	小鸟	
33510	苦	ku3	P	bitter	苦水	
33510	苦	ku3	S	hard	辛苦	
21491	右	you4	P	right	右手	
20986	出	chu1	P	to go out	出来	
20986	出	chu1	S	to produce	出产	
21592	员	yuan2	P	a member; a person in a role	成员|演员|员工	
21592	员	yun4	P	(a surname)	员半千	
31995	系	xi4	P	a system; a series; a relation	系统|关系	
31995	系	xi4	S	to contact; to link	联系	
31995	系	ji4	P	to tie; to fasten	系鞋带|系上	
