# Kranji hand-crafted glosses - partition 12 of 101
# Source: project-authored; no third-party licence
#
# One file for one file against kranji-gloss-seed, so a partition can be
# reviewed with both sides open. The cut is ZiPartition: codepoint modulo
# 101, computed from the CHARACTER, so all of a character's readings are
# in the same file.
#
# A row is one meaning of one reading. Priority is the rank within that
# reading, written out rather than left to row position - sorting this
# file in a spreadsheet would otherwise re-rank every meaning silently.
# Examples are phrase keys separated by |; a #n suffix names a phrase
# sense other than its first, and is silent otherwise.
#
# Rows: 14
# codepoint	glyph	reading	priority	meaning	examples	because
23545	对	dui4	P	correct	对了	
23545	对	dui4	S	towards	对着	
23545	对	dui4	A	a pair	一对	
20010	个	ge4	P	(counts most things)	一个|那个	
24555	快	kuai4	P	fast; quick	很快	
24050	已	yi3	P	already	已经	
20919	冷	leng3	P	cold	很冷	
22030	嘎	ga1	P	(the sound of a quack or a creak)	嘎嘎	
22030	嘎	ga2	P	(in 嘎调) a high note in opera	嘎调	
22030	嘎	ga3	P	(dialect, in 嘎子) a mischievous kid	嘎子	
29100	熬	ao2	P	to boil slowly; to endure	熬夜|熬粥	
29100	熬	ao1	P	to stew vegetables	熬白菜	
33039	脏	zang4	P	an internal organ	心脏|内脏	
33039	脏	zang1	P	dirty	脏衣服|弄脏	
