# Kranji hand-crafted glosses - partition 80 of 101
# Source: project-authored; no third-party licence
#
# One file for one file against kranji-gloss-seed, so a partition can be
# reviewed with both sides open. The cut is ZiPartition: codepoint modulo
# 101, computed from the CHARACTER, so all of a character's readings are
# in the same file.
#
# A row is one meaning of one reading. Priority is the rank within that
# reading, written out rather than left to row position - sorting this
# file in a spreadsheet would otherwise re-rank every meaning silently.
# Examples are phrase keys separated by |; a #n suffix names a phrase
# sense other than its first, and is silent otherwise.
#
# Rows: 10
# codepoint	glyph	reading	priority	meaning	examples	because
30683	矛	mao2	P	a spear	矛头	
24320	开	kai1	P	to open	开门|打开	
24320	开	kai1	S	to start	开始	
19977	三	san1	P	three	三个	
24724	悔	hui3	P	to regret	后悔	
23613	尽	jin3	P	as far as possible	尽量	
23613	尽	jin4	P	to use up	用尽	
23613	尽	jin4	S	the end	尽头	
20381	依	yi1	P	to rely on	依山	
20381	依	yi1	S	according to	依次	
