# Kranji hand-crafted glosses - partition 11 of 101
# Source: project-authored; no third-party licence
#
# One file for one file against kranji-gloss-seed, so a partition can be
# reviewed with both sides open. The cut is ZiPartition: codepoint modulo
# 101, computed from the CHARACTER, so all of a character's readings are
# in the same file.
#
# A row is one meaning of one reading. Priority is the rank within that
# reading, written out rather than left to row position - sorting this
# file in a spreadsheet would otherwise re-rank every meaning silently.
# Examples are phrase keys separated by |; a #n suffix names a phrase
# sense other than its first, and is silent otherwise.
#
# Rows: 10
# codepoint	glyph	reading	priority	meaning	examples	because
24049	己	ji3	P	oneself	自己	
24352	张	zhang1	P	to open out	张嘴	
24352	张	zhang1	S	(counts flat things)	一张纸	
20110	于	yu2	P	at; in; to	于是	
25968	数	shu4	P	a number	数字	
25968	数	shu4	S	mathematics	数学	
25968	数	shu3	P	to count	数一数	
25968	数	shuo4	P	often; repeatedly	数见不鲜	
21019	创	chuang4	P	to create; to start	创造|创新	
21019	创	chuang1	P	a wound	创伤|创口	
